XA -4 -3.57895 -3.15789 -2.73684 -2.31579 -1.89474 -1.47368 -1.05263 -0.631579 -0.210526 0.210526 0.631579 1.05263 1.47368 1.89474 2.31579 2.73684 3.15789 3.57895 4 
YA -4 -3.57895 -3.15789 -2.73684 -2.31579 -1.89474 -1.47368 -1.05263 -0.631579 -0.210526 0.210526 0.631579 1.05263 1.47368 1.89474 2.31579 2.73684 3.15789 3.57895 4 
ZA -1 -0.894737 -0.789474 -0.684211 -0.578947 -0.473684 -0.368421 -0.263158 -0.157895 -0.0526316 0.0526316 0.157895 0.263158 0.368421 0.473684 0.578947 0.684211 0.789474 0.894737 1 
DP -4 -4 -1 0.01
DP -4 -4 -0.894737 0.776484
DP -4 -4 -0.789474 0.859308
DP -4 -4 -0.684211 0.888611
DP -4 -4 -0.578947 0.903602
DP -4 -4 -0.473684 0.912709
DP -4 -4 -0.368421 0.918827
DP -4 -4 -0.263158 0.923221
DP -4 -4 -0.157895 0.926529
DP -4 -4 -0.0526316 0.929109
DP -4 -4 0.0526316 0.931179
DP -4 -4 0.157895 0.932875
DP -4 -4 0.263158 0.934291
DP -4 -4 0.368421 0.935491
DP -4 -4 0.473684 0.93652
DP -4 -4 0.578947 0.937413
DP -4 -4 0.684211 0.938195
DP -4 -4 0.789474 0.938886
DP -4 -4 0.894737 0.9395
DP -4 -4 1 0.94005
DP -4 -3.57895 -1 0.01
DP -4 -3.57895 -0.894737 0.776484
DP -4 -3.57895 -0.789474 0.859308
DP -4 -3.57895 -0.684211 0.888611
DP -4 -3.57895 -0.578947 0.903602
DP -4 -3.57895 -0.473684 0.912709
DP -4 -3.57895 -0.368421 0.918827
DP -4 -3.57895 -0.263158 0.923221
DP -4 -3.57895 -0.157895 0.926529
DP -4 -3.57895 -0.0526316 0.929109
DP -4 -3.57895 0.0526316 0.931179
DP -4 -3.57895 0.157895 0.932875
DP -4 -3.57895 0.263158 0.934291
DP -4 -3.57895 0.368421 0.935491
DP -4 -3.57895 0.473684 0.93652
DP -4 -3.57895 0.578947 0.937413
DP -4 -3.57895 0.684211 0.938195
DP -4 -3.57895 0.789474 0.938886
DP -4 -3.57895 0.894737 0.9395
DP -4 -3.57895 1 0.94005
DP -4 -3.15789 -1 0.01
DP -4 -3.15789 -0.894737 0.776484
DP -4 -3.15789 -0.789474 0.859308
DP -4 -3.15789 -0.684211 0.888611
DP -4 -3.15789 -0.578947 0.903602
DP -4 -3.15789 -0.473684 0.912709
DP -4 -3.15789 -0.368421 0.918827
DP -4 -3.15789 -0.263158 0.923221
DP -4 -3.15789 -0.157895 0.926529
DP -4 -3.15789 -0.0526316 0.929109
DP -4 -3.15789 0.0526316 0.931179
DP -4 -3.15789 0.157895 0.932875
DP -4 -3.15789 0.263158 0.934291
DP -4 -3.15789 0.368421 0.935491
DP -4 -3.15789 0.473684 0.93652
DP -4 -3.15789 0.578947 0.937413
