
# Linear interpolation
IP LIN

# Bin centers x
XA -4.95 -4.85 -4.75 -4.65 -4.55 -4.45 -4.35 -4.25 -4.15 -4.05 -3.95 -3.85 -3.75 -3.65 -3.55 -3.45 -3.35 -3.25 -3.15 -3.05 -2.95 -2.85 -2.75 -2.65 -2.55 -2.45 -2.35 -2.25 -2.15 -2.05 -1.95 -1.85 -1.75 -1.65 -1.55 -1.45 -1.35 -1.25 -1.15 -1.05 -0.95 -0.85 -0.75 -0.65 -0.55 -0.45 -0.35 -0.25 -0.15 -0.05 0.05 0.15 0.25 0.35 0.45 0.55 0.65 0.75 0.85 0.95 1.05 1.15 1.25 1.35 1.45 1.55 1.65 1.75 1.85 1.95 2.05 2.15 2.25 2.35 2.45 2.55 2.65 2.75 2.85 2.95 3.05 3.15 3.25 3.35 3.45 3.55 3.65 3.75 3.85 3.95 4.05 4.15 4.25 4.35 4.45 4.55 4.65 4.75 4.85 4.95 

# Bin centers y
YA -4.95 -4.85 -4.75 -4.65 -4.55 -4.45 -4.35 -4.25 -4.15 -4.05 -3.95 -3.85 -3.75 -3.65 -3.55 -3.45 -3.35 -3.25 -3.15 -3.05 -2.95 -2.85 -2.75 -2.65 -2.55 -2.45 -2.35 -2.25 -2.15 -2.05 -1.95 -1.85 -1.75 -1.65 -1.55 -1.45 -1.35 -1.25 -1.15 -1.05 -0.95 -0.85 -0.75 -0.65 -0.55 -0.45 -0.35 -0.25 -0.15 -0.05 0.05 0.15 0.25 0.35 0.45 0.55 0.65 0.75 0.85 0.95 1.05 1.15 1.25 1.35 1.45 1.55 1.65 1.75 1.85 1.95 2.05 2.15 2.25 2.35 2.45 2.55 2.65 2.75 2.85 2.95 3.05 3.15 3.25 3.35 3.45 3.55 3.65 3.75 3.85 3.95 4.05 4.15 4.25 4.35 4.45 4.55 4.65 4.75 4.85 4.95 

# Data points: x-bin, y-bin, bin content
# Axes bins start at zero, they can be in random order 
AP 7 63 1
AP 8 77 1
AP 9 67 1
AP 10 33 1
AP 11 62 1
AP 11 63 1
AP 11 64 1
AP 12 48 1
AP 12 52 1
AP 12 56 1
AP 13 31 1
AP 13 40 2
AP 13 46 1
AP 13 48 1
AP 13 54 1
AP 14 31 1
AP 14 52 1
AP 14 55 1
AP 15 35 1
AP 15 41 1
AP 15 44 1
AP 15 46 1
AP 15 47 2
AP 15 48 1
AP 15 49 1
AP 15 50 1
AP 15 51 1
AP 15 52 1
AP 15 55 2
AP 15 56 1
AP 15 58 1
AP 15 59 1
AP 15 60 1
AP 15 61 1
AP 15 63 1
AP 15 69 1
AP 16 33 1
AP 16 34 1
AP 16 36 2
AP 16 45 1
AP 16 46 1
AP 16 49 1
AP 16 52 1
AP 16 54 1
AP 16 61 1
AP 16 62 1
AP 16 63 1
AP 16 66 1
AP 16 72 1
AP 17 30 1
AP 17 35 2
AP 17 39 2
AP 17 41 1
AP 17 42 1
AP 17 43 1
AP 17 49 1
AP 17 53 2
AP 17 54 1
AP 17 55 2
AP 17 60 1
AP 17 61 1
AP 18 28 1
AP 18 40 1
AP 18 41 1
AP 18 42 1
AP 18 43 1
AP 18 44 2
AP 18 45 3
AP 18 47 2
AP 18 49 1
AP 18 50 1
AP 18 52 1
AP 18 53 2
AP 18 54 2
AP 18 56 1
AP 18 57 1
AP 18 59 1
AP 18 60 3
AP 18 69 2
AP 19 23 1
AP 19 25 1
AP 19 32 1
AP 19 35 1
AP 19 37 2
AP 19 40 2
AP 19 41 3
AP 19 42 1
AP 19 43 2
AP 19 44 1
AP 19 45 2
AP 19 47 2
AP 19 50 2
AP 19 51 2
AP 19 52 1
AP 19 53 3
AP 19 54 3
AP 19 55 1
AP 19 56 1
AP 19 57 1
AP 19 60 2
AP 19 62 1
AP 19 64 1
AP 20 12 1
AP 20 15 1
AP 20 20 1
AP 20 33 1
AP 20 34 1
AP 20 35 1
AP 20 36 1
AP 20 39 3
AP 20 42 3
AP 20 44 1
AP 20 45 2
AP 20 46 2
AP 20 47 2
AP 20 48 1
AP 20 50 3
AP 20 51 2
AP 20 53 5
AP 20 54 3
AP 20 55 4
AP 20 56 3
AP 20 59 1
AP 20 62 1
AP 20 64 1
AP 20 65 1
AP 20 68 2
AP 20 78 1
AP 21 26 1
AP 21 31 1
AP 21 34 2
AP 21 35 1
