1 0 1 0 0.000258284 0 0 0 0 0 -1 0.520301 -0.853983 0 511
2 1 1 0 0.000258284 0 0 0 -0 -0 1 -0.941999 -0.335617 0 511
3 0 1 0 0.0545022 0 0 0 0 0 -1 0.115 -0.993365 0 511
4 1 1 0 0.0545022 0 0 0 -0 -0 1 -0.208136 0.9781 0 511
5 0 1 0 0.0979558 0 0 0 0 0 -1 -0.035773 0.99936 0 511
6 1 1 0 0.0979558 0 0 0 -0 -0 1 -0.21415 -0.976801 0 511
7 0 1 0 0.399124 0 0 0 0 0 -1 0.0624381 0.998049 0 511
8 1 1 0 0.399124 0 0 0 -0 -0 1 -0.871975 -0.489551 0 511
9 0 1 0 1.55228 0 0 0 0 0 -1 0.335206 0.942145 0 511
10 1 1 0 1.55228 0 0 0 -0 -0 1 -0.448805 -0.89363 0 511
11 0 1 0 3.33267 0 0 0 0 0 -1 -0.988204 -0.153146 0 511
12 1 1 0 3.33267 0 0 0 -0 -0 1 0.674608 0.738176 0 511
13 0 1 0 4.83925 0 0 0 0 0 -1 0.229225 -0.973374 0 511
14 1 1 0 4.83925 0 0 0 -0 -0 1 0.0406682 -0.999173 0 511
15 0 1 0 5.93725 0 0 0 0 0 -1 0.343765 -0.939056 0 511
16 1 1 0 5.93725 0 0 0 -0 -0 1 0.647699 -0.761896 0 511
17 0 1 0 6.48209 0 0 0 0 0 -1 0.802711 0.596369 0 511
18 1 1 0 6.48209 0 0 0 -0 -0 1 -0.920554 0.390615 0 511
19 0 1 0 7.17802 0 0 0 0 0 -1 -0.928316 0.371792 0 511
20 1 1 0 7.17802 0 0 0 -0 -0 1 -0.0445148 0.999009 0 511
21 0 1 0 8.39364 0 0 0 0 0 -1 0.740016 -0.672589 0 511
22 1 1 0 8.39364 0 0 0 -0 -0 1 0.423922 -0.905699 0 511
23 0 1 0 8.82731 0 0 0 0 0 -1 -0.153837 0.988096 0 511
24 1 1 0 8.82731 0 0 0 -0 -0 1 -0.649685 -0.760203 0 511
25 0 1 0 9.16435 0 0 0 0 0 -1 0.810579 -0.585629 0 511
26 1 1 0 9.16435 0 0 0 -0 -0 1 0.302098 0.953277 0 511
27 0 1 0 11.3917 0 0 0 0 0 -1 0.688008 -0.725703 0 511
28 1 1 0 11.3917 0 0 0 -0 -0 1 -0.676973 0.736008 0 511
29 0 1 0 12.963 0 0 0 0 0 -1 -0.242052 -0.970263 0 511
30 1 1 0 12.963 0 0 0 -0 -0 1 -0.694038 -0.719938 0 511
31 0 1 0 15.0177 0 0 0 0 0 -1 -0.95603 0.293268 0 511
32 1 1 0 15.0177 0 0 0 -0 -0 1 -0.685961 0.727638 0 511
33 0 1 0 16.2483 0 0 0 0 0 -1 0.776976 0.62953 0 511
34 1 1 0 16.2483 0 0 0 -0 -0 1 0.734358 -0.678762 0 511
35 0 1 0 17.0879 0 0 0 0 0 -1 0.633869 -0.773441 0 511
36 1 1 0 17.0879 0 0 0 -0 -0 1 -0.966801 0.255531 0 511
37 0 1 0 17.4634 0 0 0 0 0 -1 0.478055 -0.87833 0 511
38 1 1 0 17.4634 0 0 0 -0 -0 1 -0.764505 0.644618 0 511
39 0 1 0 20.5571 0 0 0 0 0 -1 -0.375686 -0.926747 0 511
40 1 1 0 20.5571 0 0 0 -0 -0 1 0.411385 0.911462 0 511
41 0 1 0 22.2586 0 0 0 0 0 -1 -0.997599 0.0692607 0 511
42 1 1 0 22.2586 0 0 0 -0 -0 1 -0.0114365 -0.999935 0 511
43 0 1 0 23.2637 0 0 0 0 0 -1 0.531529 -0.84704 0 511
44 1 1 0 23.2637 0 0 0 -0 -0 1 -0.725018 0.68873 0 511
45 0 1 0 23.7292 0 0 0 0 0 -1 -0.439354 0.898314 0 511
46 1 1 0 23.7292 0 0 0 -0 -0 1 -0.710653 -0.703543 0 511
47 0 1 0 24.4662 0 0 0 0 0 -1 0.843965 -0.536397 0 511
48 1 1 0 24.4662 0 0 0 -0 -0 1 -0.901689 -0.432385 0 511
49 0 1 0 26.8179 0 0 0 0 0 -1 -0.921559 -0.388238 0 511
50 1 1 0 26.8179 0 0 0 -0 -0 1 0.848395 0.529364 0 511
51 0 1 0 27.6872 0 0 0 0 0 -1 0.172157 0.985069 0 511
52 1 1 0 27.6872 0 0 0 -0 -0 1 -0.816874 -0.576816 0 511
53 0 1 0 27.7069 0 0 0 0 0 -1 -0.686515 -0.727116 0 511
54 1 1 0 27.7069 0 0 0 -0 -0 1 0.301581 -0.953441 0 511
